sample,n_loci,n_used_fw_reads,mean_cov,mean_cov_ns,Espece,Gen_ZONE,Raw
Pb_1591,134108,1505130,11.223,13.947,Pb,SFA-5,8614210
Pb_1592,133033,1918751,14.423,18.158,Pb,SFA-5,10203773
Pb_1593,137509,1532598,11.145,14.025,Pb,SFA-5,8175907
Pb_1594,115257,722148,6.266,7.425,Pb,SFA-5,3895356
Pb_1595,134222,1956199,14.574,18.218,Pb,SFA-5,10555341
Pb_1596,123799,1608372,12.992,16.099,Pb,SFA-5,7992697
Pb_1597,133883,1643610,12.276,15.408,Pb,SFA-5,9039327
Pb_1598,133140,1312374,9.857,12.255,Pb,SFA-5,7257248
Pb_1599,147904,2394545,16.19,21.514,Pb,SFA-5,12785284
Pb_1600,139012,1809226,13.015,16.524,Pb,SFA-5,10234296
Pb_1601,144788,2356006,16.272,21.619,Pb,SFA-5,13233829
Pb_1602,128043,1522800,11.893,15.02,Pb,SFA-5,7756932
Pb_1603,112531,768526,6.829,8.126,Pb,SFA-5,4325355
Pb_1604,142126,1719143,12.096,15.572,Pb,SFA-5,9116990
Pb_1605,93884,465976,4.963,5.631,Pb,SFA-5,2512469
Pb_1606,127686,2299413,18.008,23.049,Pb,SFA-5,11117429
Pb_1607,130443,2066401,15.841,20.132,Pb,SFA-5,10333655
Pb_1608,148892,3285049,22.063,29.333,Pb,SFA-5,17451405
Pb_1609,147822,1568107,10.608,14.233,Pb,SFA-5,7835272
Pb_1610,149617,2065165,13.803,18.299,Pb,SFA-5,10879914
Pb_1611,120462,916548,7.609,9.093,Pb,SFA-5,5140138
Pb_1612,143860,2041222,14.189,18.638,Pb,SFA-5,10882594
Pb_1613,116696,1542888,13.221,16.611,Pb,SFA-5,8824032
Pb_1614,127837,1421552,11.12,13.621,Pb,SFA-5,7904130
Pb_1616,135551,1564747,11.544,14.497,Pb,SFA-5,8908244
Pb_1617,136494,1497287,10.97,13.679,Pb,SFA-5,8159440
Pb_1618,122701,1504395,12.261,15.172,Pb,SFA-5,7031466
Pb_1619,128756,1217049,9.452,11.899,Pb,SFA-5,6457402
Pb_1620,144915,1675472,11.562,15.131,Pb,SFA-5,9832348
Pb_1621,106010,669340,6.314,7.337,Pb,SFA-5,3357668
Pb_1622,135485,2144837,15.831,19.694,Pb,SFA-5,11348167
Pb_1642,137994,1170484,8.482,10.928,Pb,SFA-0,6649197
Pb_1646,146357,1801495,12.309,15.93,Pb,SFA-6,9593634
Pb_1647,136093,1784272,13.111,16.32,Pb,SFA-6,9910216
Pb_1648,128221,2570248,20.045,26.362,Pb,SFA-6,14307654
Pb_1649,129699,1811886,13.97,17.644,Pb,SFA-6,9369847
Pb_1650,129325,1548873,11.977,14.758,Pb,SFA-6,8277751
Pb_1651,137578,1746403,12.694,15.897,Pb,SFA-6,9394872
Pb_1652,125737,1423401,11.32,13.751,Pb,SFA-6,7527908
Pb_1653,137042,2525804,18.431,23.374,Pb,SFA-6,13423621
Pb_1654,120982,1841955,15.225,18.952,Pb,SFA-6,9013820
Pb_1655,138334,1674111,12.102,15.353,Pb,SFA-6,8800262
Pb_1656,106090,590314,5.564,6.478,Pb,SFA-6,3170455
Pb_1657,130082,3265960,25.107,32.622,Pb,SFA-6,16029210
Pb_1658,113667,744936,6.554,7.666,Pb,SFA-6,3998930
Pb_1659,116669,1587327,13.605,16.593,Pb,SFA-6,7667452
Pb_1660,140706,1615958,11.485,14.977,Pb,SFA-6,8819151
Pb_1661,134339,1426353,10.618,13.239,Pb,SFA-6,7838284
Pb_1662,66229,293040,4.425,4.8,Pb,SFA-6,1661833
Pb_1663,133415,1685814,12.636,15.812,Pb,SFA-6,9096641
Pb_1664,137250,2010628,14.649,18.548,Pb,SFA-5,10597745
Pb_1665,119788,1570115,13.107,15.99,Pb,SFA-5,7388391
Pb_1666,125425,911993,7.271,8.845,Pb,SFA-5,4973678
Pb_1667,134736,1642516,12.191,15.5,Pb,SFA-5,8609105
Pb_1668,107949,676822,6.27,7.251,Pb,SFA-5,3957586
Pb_1668_replica,141679,3006797,21.223,27.182,Pb,SFA-5,16205199
Pb_1669,136635,1985365,14.53,18.176,Pb,SFA-5,9908008
Pb_1670,142172,2022412,14.225,18.336,Pb,SFA-5,11307684
Pb_1671,93031,428724,4.608,5.177,Pb,SFA-5,2308282
Pb_1672,144240,2656612,18.418,24.047,Pb,SFA-5,13561956
Pb_1673,138003,2385394,17.285,21.931,Pb,SFA-5,12340804
Pb_1674,122454,2376557,19.408,24.968,Pb,SFA-5,12545986
Pb_1675,91042,699751,7.686,9.249,Pb,SFA-5,3461915
Pb_1676,27983,60169,2.15,2.244,Pb,SFA-5,359041
Pb_1678,88368,401023,4.538,5.257,Pb,SFA-5,2102539
Pb_1679,110774,652257,5.888,7.111,Pb,SFA-5,3397996
Pb_1680,48531,134238,2.766,2.965,Pb,SFA-5,805908
Pb_1681,131753,1340719,10.176,13.306,Pb,SFA-5,6873173
Pb_1682,114563,649279,5.667,6.818,Pb,SFA-5,3519743
Pb_1683,157811,1613518,10.224,14.08,Pb,SFA-5,8534949
Pb_1684,105850,539636,5.098,6,Pb,SFA-5,2720741
Pb_1685,125735,1158028,9.21,11.833,Pb,SFA-5,5986737
Pb_1687,115319,695877,6.034,7.368,Pb,SFA-5,3672130
Pb_1688,156350,2506705,16.033,24.18,Pb,SFA-5,13393235
Pb_1689,9293,12252,1.318,1.338,Pb,SFA-5,93192
Pb_1690,55704,185553,3.331,3.668,Pb,SFA-5,958079
Pb_1691,144603,1218589,8.427,11.18,Pb,SFA-5,6347435
Pb_1692,27567,59647,2.164,2.26,Pb,SFA-5,329894
Pb_1693,73766,348857,4.729,5.324,Pb,SFA-5,1828093
Pb_1696,147159,1234573,8.389,11.341,Pb,SFA-6,6433033
Pb_1698,57624,141031,2.447,2.657,Pb,SFA-6,913330
Pb_1699,134007,1467936,10.954,13.789,Pb,SFA-6,7636842
Pb_1700,73461,378787,5.156,5.674,Pb,SFA-6,2193205
Pb_1701,34939,81204,2.324,2.436,Pb,SFA-6,390410
Pb_1702,143257,1711457,11.947,15.25,Pb,SFA-6,9391630
Pb_1703,125151,1199088,9.581,11.693,Pb,SFA-6,6640914
Pb_1704,106802,553274,5.18,5.926,Pb,SFA-6,3202519
Pb_1705,127307,1387276,10.897,13.304,Pb,SFA-6,7533927
Pb_1706,110206,682010,6.189,7.268,Pb,SFA-6,3589645
Pb_1707,94456,508031,5.378,6.056,Pb,SFA-6,2651675
Pb_1708,124740,2393024,19.184,24.882,Pb,SFA-6,13080044
Pb_1709,114726,970995,8.464,10.018,Pb,SFA-6,5043793
Pb_1710,137885,1547512,11.223,14.097,Pb,SFA-6,8278151
Pb_1711,41520,142977,3.444,3.638,Pb,SFA-6,763655
Pb_1712,133281,1788701,13.421,16.894,Pb,SFA-6,9811750
Pb_1713,109444,691363,6.317,7.329,Pb,SFA-6,3646950
Pb_1714,104234,837932,8.039,9.375,Pb,SFA-6,3975081
Pb_1715,126119,1155972,9.166,11.093,Pb,SFA-6,6292030
Pb_1717,129456,2063079,15.937,21.162,Pb,SFA-6,11422494
Pb_1718,129552,1698550,13.111,16.179,Pb,SFA-6,9157604
Pb_1719,125523,1076302,8.575,10.435,Pb,SFA-6,5671885
Pb_1720,71331,287096,4.025,4.37,Pb,SFA-6,1386632
Pb_1721,117915,1147804,9.734,11.839,Pb,SFA-6,5534628
Pb_1722,107173,562434,5.248,6.013,Pb,SFA-6,3040053
Pb_1723,156850,2127873,13.566,18.669,Pb,SFA-6,11025898
Pb_1724,124858,2153621,17.249,22.083,Pb,SFA-6,10647674
Pb_1725,141237,2502120,17.716,24.887,Pb,SFA-6,13671488
Pb_1726,112366,901813,8.026,9.25,Pb,SFA-6,5095505
Pb_1727,103873,690209,6.645,7.658,Pb,SFA-6,3834543
Pb_1728,48371,178269,3.685,3.919,Pb,SFA-6,923766
Pb_1728_replica,146769,2488906,16.958,22.353,Pb,SFA-6,13173608
Pb_1730,95648,510049,5.333,6.081,Pb,SFA-6,2753616
Pb_1731,92248,427128,4.63,5.23,Pb,SFA-6,2281692
Pb_1732,126635,1070982,8.457,10.365,Pb,SFA-6,5682487
Pb_1733,85769,518139,6.041,6.724,Pb,SFA-6,2775018
Pb_1734,136922,1662711,12.143,15.741,Pb,SFA-6,8267673
Pb_1735,108243,1386242,12.807,15.011,Pb,SFA-6,6541715
Pb_1736,126758,2413190,19.038,24.825,Pb,SFA-6,13023089
Pb_1737,115301,1787517,15.503,18.768,Pb,SFA-6,8468812
Pb_1738,89503,558277,6.238,6.982,Pb,SFA-6,2945056
Pb_1739,118189,1036202,8.767,10.433,Pb,SFA-6,5466894
Pb_1740,127011,1204176,9.481,11.753,Pb,SFA-6,6435630
Pb_1741,135925,1305792,9.607,12.104,Pb,SFA-6,7061935
Pb_1742,127615,1310598,10.27,12.669,Pb,SFA-6,6734681
Pb_1743,137390,3899252,28.381,38.923,Pb,SFA-6,20759920
Pb_1744,81034,384842,4.749,5.22,Pb,SFA-6,1868635
Pb_1746,129645,1037505,8.003,9.863,Pb,SFA-6,5464737
Pb_1747,121904,1899976,15.586,19.212,Pb,SFA-6,9264765
Pb_1748,112504,688540,6.12,7.107,Pb,SFA-6,3681511
Pb_1749,126814,1035410,8.165,9.898,Pb,SFA-6,5528894
Pb_1750,118795,1094904,9.217,11.006,Pb,SFA-6,6126597
Pb_1751,107783,676190,6.274,7.269,Pb,SFA-6,3490441
Pb_1752,134495,1407637,10.466,12.955,Pb,SFA-6,7859850
Pb_1753,97289,670181,6.889,7.801,Pb,SFA-6,3299366
Pb_1754,119092,1822106,15.3,18.936,Pb,SFA-6,9067718
Pb_1755,139246,2523287,18.121,23.021,Pb,SFA-6,13700305
Pb_1756,137225,4540359,33.087,43.994,Pb,SFA-6,22118462
Pb_1757,132925,1949303,14.665,18.064,Pb,SFA-6,10240092
Pb_1758,128427,1374600,10.703,13.02,Pb,SFA-6,7208269
Pb_1759,140824,2224091,15.793,20.34,Pb,SFA-6,11600235
Pb_1760,121866,1180153,9.684,11.508,Pb,SFA-6,6000379
Pb_1760_replica,125326,1136024,9.065,11.029,Pb,SFA-6,5890639
Pb_1761,121742,2238722,18.389,22.774,Pb,SFA-6,11258849
Pb_1762,124285,1235034,9.937,12.077,Pb,SFA-6,6512520
Pb_1763,150808,3471064,23.016,31.263,Pb,SFA-6,18042184
Pb_1764,136140,2076047,15.249,19.309,Pb,SFA-6,10987902
Pb_1765,126584,1207704,9.541,11.687,Pb,SFA-6,6381432
Pb_1766,144524,1950033,13.493,17.694,Pb,SFA-6,10999737
Pb_1767,128757,1627233,12.638,15.412,Pb,SFA-6,8524840
Pb_1768,138407,3020426,21.823,27.839,Pb,SFA-6,16358600
Pb_1769,145025,1906543,13.146,16.873,Pb,SFA-6,9924612
Pb_1771,128609,1220005,9.486,11.526,Pb,SFA-6,6713994
Pb_1772,120299,954629,7.935,9.399,Pb,SFA-6,5214663
Pb_1773,150011,3340925,22.271,29.326,Pb,SFA-6,17328566
Pb_1774,126781,1284062,10.128,12.243,Pb,SFA-6,6792433
Pb_1775,135801,1737386,12.794,16.081,Pb,SFA-6,9102626
Pb_1776,150955,3945616,26.138,34.803,Pb,SFA-6,20247957
Pb_1777,130354,1106452,8.488,10.429,Pb,SFA-6,5984122
Pb_1778,140193,1885476,13.449,16.957,Pb,SFA-6,10180478
Pb_1779,128998,1459848,11.317,13.917,Pb,SFA-6,7806322
Pb_1780,133728,1519489,11.363,14.16,Pb,SFA-6,8331080
Pb_1781,145639,2580525,17.719,22.883,Pb,SFA-6,13358918
Pb_1782,134725,1503569,11.16,13.992,Pb,SFA-6,8120793
Pb_1783,143758,2271763,15.803,20.59,Pb,SFA-6,11854214
Pb_1785,127115,1393980,10.966,13.551,Pb,SFA-6,7548144
Pb_1786,120626,1040624,8.627,10.217,Pb,SFA-6,5621811
Pb_1787,152026,2404923,15.819,21.296,Pb,SFA-6,12606827
Pb_1788,122578,924965,7.546,9.186,Pb,SFA-6,5081855
Pb_1789,135600,1922588,14.178,17.788,Pb,SFA-6,10097432
Pb_1790,135748,1744162,12.849,15.968,Pb,SFA-6,9136745
Pb_1791,127561,1303320,10.217,12.334,Pb,SFA-6,6986430
Pb_1792,137919,1754978,12.725,16.292,Pb,SFA-7,9627268
Pb_1793,115280,1429317,12.399,15.577,Pb,SFA-7,7888529
Pb_1794,109669,1019603,9.297,10.673,Pb,SFA-7,5214726
Pb_1795,136456,2304311,16.887,21.189,Pb,SFA-7,11824641
Pb_1796,135674,1823964,13.444,16.889,Pb,SFA-7,9088297
Pb_1797,119663,1137491,9.506,11.33,Pb,SFA-7,5957434
Pb_1798,106363,1027629,9.662,11.766,Pb,SFA-7,6056706
Pb_1799,139410,3017633,21.646,27.323,Pb,SFA-7,15731044
Pb_1800,118660,998100,8.411,9.967,Pb,SFA-7,5311084
Pb_1801,134577,2516057,18.696,23.212,Pb,SFA-7,13140251
Pb_1802,49348,186210,3.773,4.029,Pb,SFA-7,966498
Pb_1803,119120,1373434,11.53,13.93,Pb,SFA-7,6729947
Pb_1804,133107,1273999,9.571,11.79,Pb,SFA-7,6733233
Pb_1805,120645,1004106,8.323,9.817,Pb,SFA-7,5333838
Pb_1806,131096,2954265,22.535,29.007,Pb,SFA-7,14282737
Pb_1807,127719,3225185,25.252,32.119,Pb,SFA-7,15225112
Pb_1808,43997,148949,3.385,3.585,Pb,SFA-7,791920
Pb_1809,130589,2075555,15.894,19.713,Pb,SFA-7,10937168
Pb_1809_replica,127284,1189508,9.345,11.318,Pb,SFA-7,6267409
Pb_1810,114846,990046,8.621,10.106,Pb,SFA-7,5313054
Pb_1811,122824,1179319,9.602,11.592,Pb,SFA-7,6411474
Pb_1812,141480,2704701,19.117,24.558,Pb,SFA-7,14247269
Pb_1813,136596,1651826,12.093,15.115,Pb,SFA-7,8794236
Pb_1814,152384,1798965,11.805,15.899,Pb,SFA-7,9155348
Pb_1815,124181,1335302,10.753,13.482,Pb,SFA-7,6347022
Pb_1816,143595,1366255,9.515,12.607,Pb,SFA-7,7187955
Pb_1817,117338,864606,7.369,8.765,Pb,SFA-7,4395838
Pb_1818,116432,1636025,14.051,17.72,Pb,SFA-7,8987309
Pb_1819,145093,1547156,10.663,13.837,Pb,SFA-7,8149490
Pb_1820,92884,454927,4.898,5.537,Pb,SFA-7,2426176
Pb_1821,77815,307049,3.946,4.365,Pb,SFA-7,1594650
Pb_1822,129091,893663,6.923,8.74,Pb,SFA-7,4763405
Pb_1823,126705,1212203,9.567,11.604,Pb,SFA-7,6360028
Pb_1824,127039,1299387,10.228,12.496,Pb,SFA-7,6910391
Pb_1825,131739,1246373,9.461,11.856,Pb,SFA-7,6365935
Pb_1826,139783,1721252,12.314,15.96,Pb,SFA-7,9100369
Pb_1828,145343,1941514,13.358,17.684,Pb,SFA-6,9729487
Pb_1829,60552,212754,3.514,3.773,Pb,SFA-6,1001579
Pb_1830,116841,973735,8.334,9.787,Pb,SFA-6,5396243
Pb_1831,119508,1864807,15.604,19.211,Pb,SFA-6,9148815
Pb_1832,130577,1447734,11.087,13.559,Pb,SFA-6,7383374
Pb_1833,121906,1316858,10.802,12.912,Pb,SFA-6,7351778
Pb_1834,130727,1326121,10.144,12.602,Pb,SFA-6,6971320
Pb_1835,132814,1380873,10.397,12.862,Pb,SFA-6,7331709
Pb_1836,130674,1624941,12.435,15.205,Pb,SFA-6,8676053
Pb_1837,125779,1020601,8.114,9.837,Pb,SFA-6,5497527
Pb_1838,125541,2320085,18.481,23.286,Pb,SFA-6,11172422
Pb_1839,124167,1277203,10.286,12.391,Pb,SFA-6,6668399
Pb_1840,125264,1055547,8.427,10.173,Pb,SFA-6,5312515
Pb_1841,133942,3226275,24.087,32.565,Pb,SFA-6,17560401
Pb_1842,140225,2892714,20.629,26.445,Pb,SFA-6,15153676
Pb_1843,141689,1539499,10.865,14.04,Pb,SFA-6,7759104
Pb_1844,128755,1389640,10.793,13.408,Pb,SFA-6,7323422
Pb_1845,128142,2292904,17.893,23.152,Pb,SFA-6,10764345
Pb_1846,124464,1127446,9.058,10.975,Pb,SFA-6,5644115
Pb_1847,129810,1294953,9.976,12.263,Pb,SFA-6,7256811
Pb_1848,142177,2157573,15.175,19.309,Pb,SFA-6,11123710
Pb_1849,140982,2295419,16.282,20.79,Pb,SFA-6,11526317
Pb_1850,62556,187099,2.991,3.219,Pb,SFA-6,1072471
Pb_1851,136561,1672412,12.247,15.34,Pb,SFA-6,8695040
Pb_1852,148853,2175640,14.616,19.177,Pb,SFA-6,11456954
Pb_1853,112940,637610,5.646,6.643,Pb,SFA-6,3369595
Pb_1854,136521,2136023,15.646,19.74,Pb,SFA-6,11248893
Pb_1855,121749,1239571,10.181,12.534,Pb,SFA-6,6313137
Pb_1856,141242,1890872,13.387,17.216,Pb,SFA-6,9899239
Pb_1857,117393,1397679,11.906,14.63,Pb,SFA-6,6307383
Pb_1858,126067,2532349,20.087,26.267,Pb,SFA-6,13394360
Pb_1859,129143,1310347,10.146,12.396,Pb,SFA-6,7170956
Pb_1860,123797,995506,8.041,9.777,Pb,SFA-6,5318825
Pb_1861,142255,2009290,14.125,18.281,Pb,SFA-6,10820506
Pb_1862,114038,1307837,11.468,14.312,Pb,SFA-6,7226782
Pb_1863,138964,1648464,11.863,14.975,Pb,SFA-6,9061361
Pb_1864,133324,1318879,9.892,12.184,Pb,SFA-5,7071586
Pb_1865,126952,1244578,9.804,12.083,Pb,SFA-5,6682960
Pb_1866,121495,858331,7.065,8.644,Pb,SFA-5,5129405
Pb_1867,131789,2017302,15.307,19.674,Pb,SFA-5,9880167
Pb_1868,135329,2293515,16.948,23.013,Pb,SFA-5,12493000
Pb_1869,93553,468510,5.008,5.827,Pb,SFA-5,2472693
Pb_1871,112666,631360,5.604,6.603,Pb,SFA-5,3673398
Pb_1872,56138,182285,3.247,3.537,Pb,SFA-5,1101671
Pb_1873,130030,1199902,9.228,11.384,Pb,SFA-5,6361532
Pb_1874,136272,2017015,14.801,18.632,Pb,SFA-5,10446414
Pb_1875,133223,1380777,10.364,12.986,Pb,SFA-5,7513131
Pb_1876,151181,2080736,13.763,18.44,Pb,SFA-5,11698330
Pb_1877,98814,484392,4.902,5.63,Pb,SFA-5,2748149
Pb_1878,131290,1301545,9.914,12.303,Pb,SFA-5,7223110
Pb_1879,97530,663753,6.806,7.675,Pb,SFA-5,3536101
Pb_1880,130383,1215411,9.322,11.368,Pb,SFA-5,6367669
Pb_1881,116478,772506,6.632,7.857,Pb,SFA-5,4197410
Pb_1882,112556,738859,6.564,7.737,Pb,SFA-5,3947950
Pb_1883,120331,1166344,9.693,11.639,Pb,SFA-5,6575619
Pb_1884,83062,393532,4.738,5.274,Pb,SFA-5,2116583
Pb_1885,137614,1485923,10.798,13.512,Pb,SFA-5,7969432
Pb_1886,127760,1335160,10.451,12.811,Pb,SFA-5,7093609
Pb_1887,94914,580444,6.115,7.353,Pb,SFA-5,3635002
Pb_1889,144464,3350469,23.192,32.795,Pb,SFA-5,18164875
Pb_1890,105881,759389,7.172,8.291,Pb,SFA-5,3908796
Pb_1892,79389,276022,3.477,3.869,Pb,SFA-5,1654271
Pb_1893,143273,1710387,11.938,15.462,Pb,SFA-5,9317165
Pb_1894,91583,423085,4.62,5.184,Pb,SFA-5,2200258
Pb_1895,143374,1720232,11.998,15.392,Pb,SFA-5,9175456
Pb_1896,82257,295966,3.598,3.988,Pb,SFA-5,1851430
Pb_1897,131920,1408222,10.675,13.193,Pb,SFA-5,7353750
Pb_1898,114633,887382,7.741,9.121,Pb,SFA-5,5289329
Pb_1899,123526,1772995,14.353,17.83,Pb,SFA-5,8368492
Pb_1900,117367,810145,6.903,8.162,Pb,SFA-5,4781440
Pb_1901,132076,1255024,9.502,11.756,Pb,SFA-5,7348331
Pb_1902,123950,1846304,14.896,18.426,Pb,SFA-5,8971038
Pb_1903,126536,1178782,9.316,11.282,Pb,SFA-5,6345955
Pb_1904,140192,1999257,14.261,18.243,Pb,SFA-13,10528287
Pb_1905,132932,1413508,10.633,13.363,Pb,SFA-13,7657918
Pb_1906,128341,1102858,8.593,10.426,Pb,SFA-13,5637035
Pb_1906_replica,129895,2736126,21.064,26.783,Pb,SFA-13,13177330
Pb_1907,118196,1514845,12.816,16.297,Pb,SFA-13,8187668
Pb_1908,127768,1774560,13.889,17.088,Pb,SFA-13,8935656
Pb_1909,128115,3035559,23.694,30.544,Pb,SFA-13,14469229
Pb_1910,120444,974393,8.09,9.53,Pb,SFA-13,5141136
Pb_1911,138816,2001088,14.415,18.568,Pb,SFA-13,10201728
Pb_1912,115555,810961,7.018,8.285,Pb,SFA-13,4351039
Pb_1913,119703,1536300,12.834,15.613,Pb,SFA-13,7483606
Pb_1914,136649,1828513,13.381,16.706,Pb,SFA-13,9597340
Pb_1915,133819,1691044,12.637,15.66,Pb,SFA-13,9086406
Pb_1916,125659,1014920,8.077,9.907,Pb,SFA-13,5444804
Pb_1917,104113,823513,7.91,9.064,Pb,SFA-13,4488899
Pb_1918,134368,2422785,18.031,22.745,Pb,SFA-13,12710791
Pb_1919,56569,229762,4.062,4.366,Pb,SFA-13,1157543
Pb_1920,124463,938619,7.541,9.296,Pb,SFA-13,4749536
Pb_1921,110719,762585,6.888,7.963,Pb,SFA-13,4132940
Pb_1922,126210,2007367,15.905,20.723,Pb,SFA-13,10792260
Pb_1923,142571,2199341,15.426,19.794,Pb,SFA-13,11503823
Pb_1924,130045,1280358,9.845,12.15,Pb,SFA-13,6573930
Pb_1925,142521,2313139,16.23,21.425,Pb,SFA-13,11801187
Pb_1926,132909,1126459,8.475,10.551,Pb,SFA-13,5846075
Pb_1927,136045,1805596,13.272,16.6,Pb,SFA-13,9343493
Pb_1928,146379,2129567,14.548,19.161,Pb,SFA-13,11203571
Pb_1929,98812,761054,7.702,8.757,Pb,SFA-13,3642110
Pb_1930,57432,178726,3.112,3.332,Pb,SFA-13,838902
Pb_1931,124544,1443082,11.587,14.141,Pb,SFA-13,7652773
Pb_1932,138056,1576780,11.421,14.308,Pb,SFA-13,8319369
Pb_1933,129506,1313817,10.145,12.551,Pb,SFA-13,7003195
Pb_1934,125863,1433166,11.387,13.795,Pb,SFA-13,7491641
Pb_1935,126895,1442336,11.366,13.729,Pb,SFA-13,8009195
Pb_1936,86242,403283,4.676,5.224,Pb,SFA-13,2246725
Pb_1937,118926,958393,8.059,9.484,Pb,SFA-13,4925489
Pb_1938,151091,2925089,19.36,26.151,Pb,SFA-13,15349846
Pb_1939,144447,3416633,23.653,30.755,Pb,SFA-13,18268327
Pb_1941,126538,966728,7.64,9.291,Pb,SFA-6,5226351
Pb_1942,109717,811028,7.392,8.584,Pb,SFA-6,4305656
Pb_1943,113053,847596,7.497,8.706,Pb,SFA-6,4477395
Pb_1944,65293,229418,3.514,3.795,Pb,SFA-6,1120536
Pb_1945,139267,1838978,13.205,16.789,Pb,SFA-6,9535669
Pb_1946,134479,1205668,8.965,11.194,Pb,SFA-6,6584950
Pb_1947,124891,1811245,14.503,18.109,Pb,SFA-6,8621498
Pb_1948,135780,1562588,11.508,14.524,Pb,SFA-6,8650683
Pb_1949,149291,1952277,13.077,17.43,Pb,SFA-6,10930457
Pb_1950,130493,1324950,10.153,12.472,Pb,SFA-6,7039835
Pb_1951,135821,2147064,15.808,21.954,Pb,SFA-6,12124816
Pb_1952,123038,1788412,14.535,18.95,Pb,SFA-6,9825687
Pb_1954,112159,668395,5.959,7.024,Pb,SFA-6,3840811
Pb_1955,120068,1062730,8.851,10.563,Pb,SFA-6,5653051
Pb_1956,144249,2093064,14.51,18.619,Pb,SFA-6,11382390
Pb_1957,118421,571522,4.826,6.071,Pb,SFA-6,3455944
Pb_1958,132738,2389944,18.005,23.145,Pb,SFA-6,11765298
Pb_1959,141866,3376311,23.799,30.851,Pb,SFA-6,17705868
Pb_1960,152382,2571782,16.877,23.303,Pb,SFA-6,13799684
Pb_1961,144348,2276556,15.771,20.365,Pb,SFA-6,12166937
Pb_1962,123275,1635366,13.266,16.459,Pb,SFA-6,8067121
Pb_1963,131300,1246419,9.493,11.964,Pb,SFA-6,7117801
Pb_1965,122811,1806203,14.707,18.682,Pb,SFA-6,9320855
Pb_1966,144416,1692971,11.723,15.108,Pb,SFA-6,8954701
Pb_1967,128333,1229458,9.58,11.817,Pb,SFA-6,6587609
Pb_1968,129472,1316602,10.169,12.621,Pb,SFA-6,7065132
Pb_1969,107661,943724,8.766,10.223,Pb,SFA-6,4629564
Pb_1970,124509,1738270,13.961,17.447,Pb,SFA-5,8739941
Pb_1971,120957,2669527,22.07,27.406,Pb,SFA-5,12950054
Pb_1972,47594,135599,2.849,3.023,Pb,SFA-5,649115
Pb_1973,115338,707117,6.131,7.267,Pb,SFA-5,3725580
Pb_1974,75707,371821,4.911,5.409,Pb,SFA-5,2098858
Pb_1975,90204,424819,4.71,5.392,Pb,SFA-5,2329653
Pb_1976,120964,1530347,12.651,15.459,Pb,SFA-5,7398565
Pb_1977,119857,2217332,18.5,22.828,Pb,SFA-5,10707898
Pb_1978,124801,1083322,8.68,10.465,Pb,SFA-5,5899843
Pb_1979,46786,113907,2.435,2.593,Pb,SFA-5,768640
Pb_1980,104901,662163,6.312,7.416,Pb,SFA-5,3376843
Pb_1981,53769,203811,3.79,4.061,Pb,SFA-5,1073737
Pb_1982,86433,478886,5.541,6.162,Pb,SFA-5,2299296
Pb_1983,141084,2149334,15.234,19.382,Pb,SFA-5,11664626
Pb_1984,150908,2665291,17.662,23.702,Pb,SFA-5,14045867
Pb_1985,97536,705333,7.232,8.245,Pb,SFA-5,3703506
Pb_1986,106938,643898,6.021,7.003,Pb,SFA-5,3448102
Pb_1987,156378,2190659,14.009,19.363,Pb,SFA-5,12004731
Pb_1988,124381,1320089,10.613,12.788,Pb,SFA-5,8145653
Pb_1989,140394,1489756,10.611,13.51,Pb,SFA-5,7974752
Pb_1990,122240,2008902,16.434,20.733,Pb,SFA-5,10046183
Pb_1991,145590,1719207,11.809,15.654,Pb,SFA-5,9170144
Pb_1992,128573,1217061,9.466,11.668,Pb,SFA-5,6673548
Pb_1993,127155,1292439,10.164,12.461,Pb,SFA-5,7617635
Pb_1994,102010,898800,8.811,10.289,Pb,SFA-6,4239247
Pb_1995,149746,1927312,12.871,17.115,Pb,SFA-6,10309368
Pb_1996,127456,1248089,9.792,12.036,Pb,SFA-6,6796476
