sample,n_loci,n_used_fw_reads,mean_cov,mean_cov_ns,Espece,Gen_ZONE,Raw
Pb_1997,123562,1031415,8.347,10.303,Pb,SFA-6,5667813
Pb_1998,121635,972559,7.996,9.734,Pb,SFA-6,5434992
Pb_1999,21438,47714,2.226,2.291,Pb,SFA-6,250220
Pb_2000,128440,2631809,20.491,25.936,Pb,SFA-6,12480069
Pb_2000_replica,136037,3949301,29.031,39.852,Pb,SFA-6,21102775
Pb_2001,121552,1052293,8.657,10.653,Pb,SFA-6,5908133
Pb_2002,94641,502808,5.313,6.084,Pb,SFA-6,2833911
Pb_2003,116888,901694,7.714,9.179,Pb,SFA-6,5688699
Pb_2004,140767,1418875,10.08,13.172,Pb,SFA-6,7753759
Pb_2005,138379,1301333,9.404,11.977,Pb,SFA-6,7250682
Pb_2006,128826,1354320,10.513,12.973,Pb,SFA-6,8191302
Pb_2007,129307,1562032,12.08,14.744,Pb,SFA-6,8122764
Pb_2008,88989,520634,5.851,6.557,Pb,SFA-6,3077049
Pb_2009,145481,2058307,14.148,18.508,Pb,SFA-6,10896959
Pb_2010,130802,1137474,8.696,10.719,Pb,SFA-6,6289520
Pb_2011,73718,314483,4.266,4.686,Pb,SFA-6,1530800
Pb_2012,18122,46373,2.559,2.632,Pb,SFA-6,255422
Pb_2013,135592,2129932,15.708,19.566,Pb,SFA-6,11233693
Pb_2014,134657,1943230,14.431,18.337,Pb,SFA-6,10868882
Pb_2015,145841,1532324,10.507,13.693,Pb,SFA-6,8127509
Pb_2015_replica,122337,1600321,13.081,16.412,Pb,SFA-6,7911233
Pb_2016,122378,1548001,12.649,15.721,Pb,SFA-6,7500292
Pb_2017,116700,739648,6.338,7.661,Pb,SFA-6,4253964
Pb_2018,135534,2070458,15.276,19.929,Pb,SFA-6,10530607
Pb_2019,131706,1195657,9.078,11.289,Pb,SFA-6,6869463
Pb_2020,124333,958280,7.707,9.52,Pb,SFA-6,5237401
Pb_2021,124426,875090,7.033,8.67,Pb,SFA-6,4776316
Pb_2022,128522,1380822,10.744,13.133,Pb,SFA-6,7577708
Pb_2023,64731,226726,3.503,3.857,Pb,SFA-6,1275188
Pb_2026,120852,1111918,9.201,11.357,Pb,SFA-6,5704561
Pb_2027,148343,1589023,10.712,14.092,Pb,SFA-6,8675141
Pb_2028,68892,246808,3.583,3.908,Pb,SFA-6,1369276
Pb_2029,152979,2238597,14.633,19.866,Pb,SFA-6,11735111
Pb_2030,132230,1579908,11.948,14.994,Pb,SFA-6,8569302
Pb_2031,138313,1329032,9.609,12.161,Pb,SFA-6,7253675
Pb_2032,109839,711721,6.48,7.546,Pb,SFA-6,3945675
Pb_2033,124089,1172785,9.451,11.471,Pb,SFA-6,6455118
Pb_2035,134551,1186895,8.821,10.988,Pb,SFA-6,6333040
Pb_2035_replica,125728,1956037,15.558,19.507,Pb,SFA-6,9862469
Pb_2036,136380,1493545,10.951,13.814,Pb,SFA-6,7731264
Pb_2037,117770,927554,7.876,9.366,Pb,SFA-6,5027489
Pb_2037_replica,106939,566408,5.297,6.13,Pb,SFA-6,3184043
Pb_2038,130754,1443535,11.04,13.8,Pb,SFA-6,7774527
Pb_2039,124649,1232050,9.884,11.904,Pb,SFA-6,6409708
Pb_2039_replica,131098,1600009,12.205,15.044,Pb,SFA-6,8333924
Pb_2040,130217,1304341,10.017,12.425,Pb,SFA-6,7141223
Pb_2041,129672,1401305,10.807,13.475,Pb,SFA-6,7459224
Pb_2042,129967,2008942,15.457,19.672,Pb,SFA-6,10291399
Pb_2043,121688,1828865,15.029,19.295,Pb,SFA-6,10016382
Pb_2044,157558,2615509,16.6,22.588,Pb,SFA-6,13923847
Pb_2045,98836,578055,5.849,6.648,Pb,SFA-6,3207923
Pb_2046,121793,1315811,10.804,13.275,Pb,SFA-6,6557352
Pb_2047,116583,1491857,12.797,15.453,Pb,SFA-6,7243853
Pb_2048,123981,1166613,9.41,11.448,Pb,SFA-6,6156557
Pb_2049,128849,1053960,8.18,10.037,Pb,SFA-6,5851082
Pb_2050,143189,1759254,12.286,16.303,Pb,SFA-6,9862481
Pb_2051,138681,1404701,10.129,13.015,Pb,SFA-6,7545915
Pb_2052,121949,1617482,13.264,16.343,Pb,SFA-6,7749325
Pb_2053,127338,1018282,7.997,9.755,Pb,SFA-6,5553325
Pb_2054,147009,2400596,16.33,21.377,Pb,SFA-6,13392889
Pb_2055,126061,1088543,8.635,10.503,Pb,SFA-6,6089001
Pb_2056,95035,472752,4.975,5.664,Pb,SFA-6,2739018
Pb_2057,58899,245397,4.166,4.495,Pb,SFA-6,1326271
Pb_2058,127083,1974806,15.539,19.601,Pb,SFA-6,9663708
Pb_2059,122886,1704122,13.868,17.259,Pb,SFA-6,8008750
Pb_2060,137763,1531165,11.114,13.903,Pb,SFA-6,7952104
Pb_2061,146970,2380678,16.198,21.314,Pb,SFA-6,13017667
Pb_2208,138292,1752434,12.672,15.831,Pb,SFA-6,9118603
Pb_2208_replica,142529,2355694,16.528,21.134,Pb,SFA-6,12198884
Pb_2209,131883,2602610,19.734,24.59,Pb,SFA-6,13095019
Pb_2211,128356,2283532,17.791,21.918,Pb,SFA-6,11984386
Pb_2212,111438,1281169,11.497,13.598,Pb,SFA-6,6556732
Pb_2215,87232,491399,5.633,6.272,Pb,SFA-6,2813138
Pb_2216,132042,1494726,11.32,13.981,Pb,SFA-6,8190585
Pb_2220,133443,2197598,16.468,20.339,Pb,SFA-6,11768537
Pb_2221,135234,2299392,17.003,21.337,Pb,SFA-6,12041298
Pb_2222,105445,838530,7.952,9.209,Pb,SFA-6,4084487
Pb_2223,100057,500847,5.006,5.648,Pb,SFA-6,2756749
Pb_2223_replica,118658,2128666,17.94,21.86,Pb,SFA-6,10344144
Pb_2227,121888,1971863,16.178,19.958,Pb,SFA-6,9511744
Pb_2228,136217,1663499,12.212,15.346,Pb,SFA-6,8504355
Pb_2230,133604,1634291,12.232,15.101,Pb,SFA-6,8571845
Pb_2233,131447,1587281,12.075,15.012,Pb,SFA-6,7856467
Pb_2234,113449,831050,7.325,8.504,Pb,SFA-6,4465067
Pb_2235,116139,918172,7.906,9.303,Pb,SFA-6,4940828
Pb_2236,115792,1723026,14.88,17.947,Pb,SFA-6,8588476
Pb_2237,129227,1826295,14.132,17.51,Pb,SFA-6,9531258
Pb_2238,134006,3408341,25.434,34.444,Pb,SFA-6,18100569
Pb_2239,128419,1608296,12.524,15.448,Pb,SFA-6,8464406
Pb_2241,128612,1787659,13.9,16.862,Pb,SFA-6,9721390
Pb_2242,114684,1530461,13.345,16.027,Pb,SFA-6,7457962
Pb_2243,109405,1083205,9.901,11.728,Pb,SFA-6,5766996
Pb_2244,116932,1515276,12.959,15.915,Pb,SFA-6,7648743
Pb_2245,132567,1489431,11.235,13.953,Pb,SFA-6,7954187
Pb_2246,136886,1547411,11.304,14.166,Pb,SFA-6,8350238
Pb_2247,129170,1612719,12.485,15.5,Pb,SFA-6,8388431
Pb_2248,80390,380277,4.73,5.217,Pb,SFA-6,1851727
Pb_2249,110260,1226826,11.127,13.308,Pb,SFA-6,6148953
Pb_2250,121923,1322090,10.844,13.062,Pb,SFA-6,7346220
Pb_2251,143315,1889778,13.186,17.17,Pb,SFA-6,10340723
Pb_2252,134535,1614164,11.998,15.143,Pb,SFA-6,8489263
Pb_2253,148803,2592703,17.424,23.281,Pb,SFA-6,14155359
Pb_2254,143980,2566518,17.826,23.407,Pb,SFA-6,13591422
Pb_2255,127695,2223214,17.41,22.914,Pb,SFA-6,12452119
Pb_2256,109899,1275522,11.606,13.827,Pb,SFA-6,6555409
Pb_2257,136308,2161271,15.856,20.067,Pb,SFA-6,11572628
Pb_2258,124543,1697921,13.633,17.074,Pb,SFA-6,8169646
Pb_2259,128004,1218403,9.518,11.54,Pb,SFA-6,6950375
Pb_2260,133595,2080180,15.571,19.271,Pb,SFA-6,11283370
Pb_2261,129625,1477087,11.395,14.056,Pb,SFA-6,7961300
Pb_2262,120671,1042416,8.638,10.226,Pb,SFA-6,5564342
Pb_2263,141951,2049317,14.437,18.582,Pb,SFA-7,11557951
Pb_2264,129705,1675043,12.914,16.065,Pb,SFA-7,9342792
Pb_2265,130990,1485100,11.338,14.15,Pb,SFA-7,8103606
Pb_2266,82874,400598,4.834,5.331,Pb,SFA-7,2009966
Pb_2267,103807,895654,8.628,10.074,Pb,SFA-7,4236066
Pb_2268,128234,1139447,8.886,10.904,Pb,SFA-7,6137647
Pb_2269,130861,1370561,10.473,12.985,Pb,SFA-7,7462087
Pb_2270,129715,1135636,8.755,10.832,Pb,SFA-7,6173631
Pb_2271,87027,464490,5.337,5.942,Pb,SFA-7,2302325
Pb_2272,138558,1653124,11.931,14.997,Pb,SFA-7,8866532
Pb_2273,134457,1405708,10.455,13.03,Pb,SFA-7,7457162
Pb_2274,114808,1333709,11.617,14.133,Pb,SFA-7,6399315
Pb_2275,124630,1292190,10.368,12.413,Pb,SFA-7,7032334
Pb_2276,118995,1085476,9.122,10.803,Pb,SFA-7,5803347
Pb_2277,115385,1806376,15.655,19.533,Pb,SFA-7,9843270
Pb_2278,135455,1806794,13.339,16.762,Pb,SFA-7,9724321
Pb_2279,118373,1036870,8.759,10.304,Pb,SFA-7,5954874
Pb_2280,53349,208633,3.911,4.188,Pb,SFA-7,1168330
Pb_2281,127446,1129529,8.863,10.869,Pb,SFA-7,6148539
Pb_2282,120320,1298832,10.795,12.762,Pb,SFA-7,7053340
Pb_2283,124122,2288204,18.435,23.945,Pb,SFA-7,12646236
Pb_2284,115609,1651203,14.283,17.826,Pb,SFA-7,9188202
Pb_2285,125173,3294207,26.317,33.132,Pb,SFA-7,16385800
Pb_2286,129983,2289779,17.616,21.839,Pb,SFA-7,11990443
Pb_2287,120926,998921,8.261,9.863,Pb,SFA-7,5730536
Pb_2288,128272,1565644,12.206,15.021,Pb,SFA-7,8305908
Pb_2289,131197,2141837,16.325,20.374,Pb,SFA-7,11219068
Pb_2290,137129,1614176,11.771,14.818,Pb,SFA-7,8769779
Pb_2291,102396,536623,5.241,6.012,Pb,SFA-7,3254694
Pb_2292,128913,1309231,10.156,12.417,Pb,SFA-7,7160269
Pb_2293,130122,1361665,10.465,13.057,Pb,SFA-7,7348892
Pb_2294,113595,1078320,9.493,11.072,Pb,SFA-7,5769299
Pb_2295,108161,1154428,10.673,12.458,Pb,SFA-7,5718709
Pb_2296,115328,973714,8.443,9.968,Pb,SFA-7,5430480
Pb_2297,125539,2603555,20.739,26.066,Pb,SFA-7,12673652
Pb_2298,124436,1839751,14.785,18.1,Pb,SFA-7,9829908
Pb_2299,128801,2930786,22.754,30.14,Pb,SFA-7,15252608
Pb_2300,119282,1272886,10.671,12.575,Pb,SFA-7,6714668
Pb_2301,134706,2198969,16.324,20.589,Pb,SFA-7,11659041
Pb_2302,134177,4049176,30.178,40.195,Pb,SFA-7,20504924
Pb_2303,91683,618214,6.743,7.62,Pb,SFA-7,3216617
Pb_2304,128858,1230265,9.547,11.565,Pb,SFA-7,6809557
Pb_2305,118630,811697,6.842,8.246,Pb,SFA-8,4676680
Pb_2306,86324,385612,4.467,5.036,Pb,SFA-8,2329566
Pb_2307,98668,583945,5.918,6.918,Pb,SFA-8,3139542
Pb_2308,130616,1089790,8.343,10.372,Pb,SFA-8,6041528
Pb_2309,130582,1181771,9.05,11.417,Pb,SFA-8,6515242
Pb_2310,121949,801559,6.573,8.165,Pb,SFA-8,4590304
Pb_2311,139397,1210272,8.682,11.376,Pb,SFA-8,6784760
Pb_2312,131916,1084034,8.218,10.434,Pb,SFA-8,5979106
Pb_2312_replica,91451,455671,4.983,5.719,Pb,SFA-8,2728900
Pb_2313,82659,288674,3.492,3.979,Pb,SFA-8,1719410
Pb_2314,135726,1533284,11.297,14.623,Pb,SFA-8,8467438
Pb_2315,141666,1427239,10.075,13.175,Pb,SFA-8,7934787
Pb_2316,121968,746668,6.122,7.538,Pb,SFA-8,4247741
Pb_2317,114218,924519,8.094,9.772,Pb,SFA-8,4882603
Pb_2318,61205,193428,3.16,3.449,Pb,SFA-8,1157557
Pb_2319,119893,717567,5.985,7.228,Pb,SFA-8,4039605
Pb_2320,111019,925925,8.34,10.234,Pb,SFA-8,4974556
Pb_2321,139397,1396154,10.016,13.327,Pb,SFA-8,7911193
Pb_2322,145558,2050850,14.09,18.939,Pb,SFA-8,10885305
Pb_2323,111904,625115,5.586,6.678,Pb,SFA-8,3530808
Pb_2324,142927,1650448,11.547,14.873,Pb,SFA-8,9337657
Pb_2325,117230,1239775,10.576,13.616,Pb,SFA-8,7093670
Pb_2326,133863,1310655,9.791,12.614,Pb,SFA-8,7448176
Pb_2327,117847,742694,6.302,7.593,Pb,SFA-8,4215828
Pb_2328,124537,992840,7.972,9.686,Pb,SFA-8,5537076
Pb_2329,72288,282656,3.91,4.299,Pb,SFA-8,1474598
Pb_2330,103744,632243,6.094,7.226,Pb,SFA-8,3388645
Pb_2331,130756,891905,6.821,8.713,Pb,SFA-8,4978292
Pb_2332,68598,226364,3.3,3.625,Pb,SFA-8,1410387
Pb_2333,104409,477579,4.574,5.329,Pb,SFA-8,2704016
Pb_2334,96149,390556,4.062,4.607,Pb,SFA-8,2346006
Pb_2335,113305,665697,5.875,7.085,Pb,SFA-8,4031867
Pb_2336,98099,626213,6.383,7.345,Pb,SFA-8,3631613
Pb_2337,121444,939825,7.739,9.499,Pb,SFA-8,5288959
Pb_2338,98320,432465,4.399,5.034,Pb,SFA-8,2531622
Pb_2339,27500,47163,1.715,1.845,Pb,SFA-8,314982
Pb_2340,115783,873835,7.547,9.156,Pb,SFA-8,4790121
Pb_2341,114659,1000994,8.73,10.458,Pb,SFA-8,5230624
Pb_2342,142935,1666892,11.662,15.17,Pb,SFA-8,9146972
Pb_2343,127030,1698442,13.37,17.573,Pb,SFA-8,8880272
Pb_2344,106925,559150,5.229,6.232,Pb,SFA-8,3202471
Pb_2345,127971,1493666,11.672,16.082,Pb,SFA-8,8543050
Pb_2346,84904,276924,3.262,3.722,Pb,SFA-8,1740759
Pb_2347,120460,843156,6.999,8.566,Pb,SFA-8,5025583
Pb_2348,100580,390114,3.879,4.562,Pb,SFA-8,2175527
Pb_2349,122223,1116107,9.132,11.092,Pb,SFA-8,6078077
Pb_2350,124032,870462,7.018,8.834,Pb,SFA-8,5128199
Pb_2351,138744,1312218,9.458,12.146,Pb,SFA-8,7293391
Pb_2352,127848,981915,7.68,9.556,Pb,SFA-8,5710115
Pb_2353,138888,1612957,11.613,15.335,Pb,SFA-8,9020759
Pb_2354,123566,840931,6.806,8.496,Pb,SFA-8,4777805
Pb_2354_replica,127026,1510464,11.891,15.199,Pb,SFA-8,7585998
Pb_2355,119339,748525,6.272,7.687,Pb,SFA-8,4432359
Pb_2356,81593,349455,4.283,4.755,Pb,SFA-8,1845476
Pb_2358,124108,1629113,13.127,16.384,Pb,SFA-7,8445605
Pb_2360,145192,2867595,19.75,25.745,Pb,SFA-7,15168130
Pb_2361,98119,707376,7.209,8.277,Pb,SFA-7,3614913
Pb_2362,112436,1269563,11.291,13.389,Pb,SFA-7,6417057
Pb_2363,124351,1014406,8.158,9.799,Pb,SFA-7,5791008
Pb_2364,136413,1795680,13.164,16.566,Pb,SFA-7,9685972
Pb_2365,109481,1063996,9.719,11.633,Pb,SFA-7,5580200
Pb_2366,141613,1995540,14.092,18.233,Pb,SFA-7,10660290
Pb_2367,139280,1844549,13.243,16.908,Pb,SFA-7,9772962
Pb_2368,114211,1205567,10.556,12.657,Pb,SFA-7,5973627
Pb_2369,121444,1892620,15.584,19.703,Pb,SFA-7,9512977
Pb_2370,120633,1309767,10.857,13.466,Pb,SFA-7,6624844
Pb_2371,144541,2027728,14.029,18.744,Pb,SFA-7,11250633
Pb_2372,137522,1400897,10.187,12.925,Pb,SFA-7,7777444
Pb_2373,116623,1925246,16.508,20.034,Pb,SFA-7,9168224
Pb_2374,134194,1293736,9.641,11.94,Pb,SFA-7,7390998
Pb_2375,110686,917974,8.293,9.798,Pb,SFA-7,4687203
Pb_2377,117456,2584509,22.004,27.213,Pb,SFA-12,13243557
Pb_2378,134193,1567875,11.684,14.726,Pb,SFA-12,8366447
Pb_2379,133779,2275614,17.01,21.158,Pb,SFA-12,11971192
Pb_2380,136112,2408857,17.698,22.595,Pb,SFA-12,13123891
Pb_2381,119540,1601686,13.399,16.389,Pb,SFA-12,8187776
Pb_2382,119012,1606801,13.501,17.895,Pb,SFA-12,8170113
Pb_2383,119096,1829033,15.358,19.632,Pb,SFA-12,10152363
Pb_2384,122359,1059415,8.658,10.406,Pb,SFA-12,5935422
Pb_2385,156288,2621159,16.771,22.906,Pb,SFA-12,13744792
Pb_2386,110839,787967,7.109,8.264,Pb,SFA-12,4692275
Pb_2387,150865,2466206,16.347,21.863,Pb,SFA-12,14032931
Pb_2388,121137,2075320,17.132,22.077,Pb,SFA-12,10719838
Pb_2389,123894,1804592,14.566,18.401,Pb,SFA-12,9189094
Pb_2390,126846,2672512,21.069,27.332,Pb,SFA-12,13211329
Pb_2391,122361,1037640,8.48,10.25,Pb,SFA-12,5876955
Pb_2392,131721,1713834,13.011,16.143,Pb,SFA-8,9097474
Pb_2393,138285,2030898,14.686,18.538,Pb,SFA-8,11269381
Pb_2394,116072,893019,7.694,9.087,Pb,SFA-8,5302676
Pb_2395,122430,1168166,9.542,11.536,Pb,SFA-8,6182421
Pb_2396,113790,855986,7.523,8.826,Pb,SFA-8,4812422
Pb_2397,132012,1767707,13.391,16.942,Pb,SFA-8,9470186
Pb_2398,115712,2051695,17.731,22.04,Pb,SFA-8,10409660
Pb_2399,138943,1981751,14.263,18.306,Pb,SFA-8,10674434
Pb_2400,113350,1935408,17.075,20.516,Pb,SFA-8,9479727
Pb_2401,114988,1825680,15.877,19.644,Pb,SFA-8,9289109
Pb_2402,124631,2499884,20.058,25.304,Pb,SFA-8,12266444
Pb_2403,138458,2837364,20.493,26.043,Pb,SFA-8,15404948
Pb_2404,113185,1676756,14.814,18.025,Pb,SFA-8,8249825
Pb_2405,124176,1359082,10.945,13.212,Pb,SFA-8,7184066
Pb_2406,122095,2255138,18.47,23.26,Pb,SFA-8,11627551
Pb_2407,130214,1274284,9.786,11.986,Pb,SFA-8,6884068
Pb_2408,124770,1127549,9.037,10.855,Pb,SFA-8,6538329
Pb_2409,139541,2192446,15.712,20.189,Pb,SFA-8,12780039
Pb_2410,134529,1352500,10.054,12.588,Pb,SFA-8,8105289
Pb_2411,133667,2025003,15.15,18.861,Pb,SFA-8,10432316
Pb_2412,126938,2614648,20.598,27.048,Pb,SFA-8,14264076
Pb_2413,119524,834134,6.979,8.459,Pb,SFA-8,4348697
Pb_2414,155986,3204380,20.543,28.388,Pb,SFA-8,17244430
Pb_2415,133447,2242804,16.807,22.173,Pb,SFA-8,11471523
Pb_2416,138554,2136339,15.419,19.576,Pb,SFA-8,11320894
Pb_2417,119304,1878678,15.747,20.045,Pb,SFA-8,10681288
Pb_2418,127145,1543748,12.142,14.661,Pb,SFA-8,8406857
Pb_2419,140608,2096994,14.914,18.905,Pb,SFA-8,11647332
Pb_2420,125598,1429195,11.379,13.854,Pb,SFA-8,7741816
Pb_2421,119004,2203008,18.512,22.663,Pb,SFA-8,11085083
Pb_2422,99566,780357,7.838,9.052,Pb,SFA-8,4076998
Pb_2423,125654,2967660,23.618,30.247,Pb,SFA-8,14826627
Pb_2424,129927,1347329,10.37,12.71,Pb,SFA-8,7357394
Pb_2425,141219,1464279,10.369,13.12,Pb,SFA-8,8159013
Pb_2426,121585,1128536,9.282,11.184,Pb,SFA-8,6308706
Pb_2427,114344,1429908,12.505,15.672,Pb,SFA-8,8017016
Pb_2428,124309,2286041,18.39,24.027,Pb,SFA-6,12951617
Pb_2429,137775,1960592,14.23,18.194,Pb,SFA-6,10644884
Pb_2430,144681,1912027,13.215,17.047,Pb,SFA-6,10372106
Pb_2431,131382,1571294,11.96,14.798,Pb,SFA-6,8567687
Pb_2432,104404,1323120,12.673,15.151,Pb,SFA-6,6804857
Pb_2433,116969,2073560,17.727,21.808,Pb,SFA-6,10550036
Pb_2434,123354,1002270,8.125,9.785,Pb,SFA-6,5871020
Pb_2435,118976,2056403,17.284,21.746,Pb,SFA-6,10826173
Pb_2436,148527,1786387,12.027,15.973,Pb,SFA-6,9633498
Pb_2437,117572,1156058,9.833,11.578,Pb,SFA-6,6608864
Pb_2438,143625,1765481,12.292,15.928,Pb,SFA-6,9597811
Pb_2439,148450,4706255,31.703,41.847,Pb,SFA-6,25491671
Pb_2440,135209,2054556,15.195,19.051,Pb,SFA-6,10911032
Pb_2441,130806,1473313,11.263,13.829,Pb,SFA-6,7996970
Pb_2442,136938,1861956,13.597,17.213,Pb,SFA-6,10913712
Pb_2443,114705,2089681,18.218,22.638,Pb,SFA-6,10609562
Pb_2444,132860,1141865,8.594,10.546,Pb,SFA-6,6338834
Pb_2445,113350,2496472,22.024,27.275,Pb,SFA-6,12772317
Pb_2446,130661,1246887,9.543,11.804,Pb,SFA-6,7066524
Pb_2448,121064,1105105,9.128,10.933,Pb,SFA-6,6151454
Pb_2449,132330,1461966,11.048,13.591,Pb,SFA-6,7809505
Pb_2450,143315,2391849,16.689,21.757,Pb,SFA-6,13209226
Pb_2451,135168,1280261,9.472,11.845,Pb,SFA-6,7076785
Pb_2452,147455,2062240,13.986,18.341,Pb,SFA-6,10996495
Pb_2453,158979,2881981,18.128,25.709,Pb,SFA-6,15378269
Pb_2454,140561,2014798,14.334,18.799,Pb,SFA-6,10382328
Pb_2456,128703,1658601,12.887,15.764,Pb,SFA-6,9629646
Pb_2457,117542,1016512,8.648,10.26,Pb,SFA-6,5801638
Pb_2458,117372,1209929,10.308,12.118,Pb,SFA-6,6816440
Pb_2459,116865,889304,7.61,8.975,Pb,SFA-6,4888524
Pb_2460,147233,2969248,20.167,27.034,Pb,SFA-6,16557915
Pb_2461,134687,2039136,15.14,18.949,Pb,SFA-6,11001128
Pb_2462,125168,1213933,9.698,11.916,Pb,SFA-6,6531354
Pb_2463,129013,1270712,9.849,12.12,Pb,SFA-6,6880175
Pb_2464,133506,1640683,12.289,15.399,Pb,SFA-12,8942422
Pb_2465,125397,1727036,13.773,17.24,Pb,SFA-12,8778986
Pb_2466,146914,2309941,15.723,21.188,Pb,SFA-12,12287189
Pb_2467,119350,916699,7.681,9.119,Pb,SFA-12,4930017
Pb_2468,130569,1289580,9.877,12.423,Pb,SFA-12,7081247
Pb_2469,123426,2252953,18.253,23.699,Pb,SFA-12,12745592
Pb_2470,111362,672235,6.036,7.075,Pb,SFA-12,3681512
Pb_2471,138291,1472231,10.646,13.503,Pb,SFA-12,7908761
Pb_2472,123692,938358,7.586,9.107,Pb,SFA-12,5358347
Pb_2473,136723,1986301,14.528,18.441,Pb,SFA-12,10443063
Pb_2474,129711,1312592,10.119,12.427,Pb,SFA-12,6918195
Pb_2475,119623,925134,7.734,9.353,Pb,SFA-12,5013548
Pb_2476,118555,834131,7.036,8.33,Pb,SFA-12,4658504
Pb_2477,113378,741540,6.54,7.607,Pb,SFA-12,3980919
Pb_2478,131969,1496720,11.341,14.112,Pb,SFA-12,7932362
Pb_2479,116062,1875612,16.16,19.867,Pb,SFA-12,9589157
Pb_2480,130753,1437366,10.993,13.615,Pb,SFA-12,7561476
Pb_2481,127645,1028567,8.058,9.962,Pb,SFA-12,5714870
Pb_2482,135916,2086982,15.355,19.431,Pb,SFA-12,11153877
Pb_2483,138469,2377431,17.169,22.11,Pb,SFA-12,12843807
Pb_2484,107428,1358497,12.646,15.069,Pb,SFA-12,6849535
Pb_2485,113993,1078098,9.458,11.093,Pb,SFA-12,6163070
Pb_2486,126412,1305976,10.331,12.654,Pb,SFA-12,7265285
Pb_2487,139376,1558242,11.18,14.469,Pb,SFA-12,8801168
Pb_2488,120905,2107998,17.435,22.483,Pb,SFA-15,10399097
Pb_2489,107792,813436,7.546,8.898,Pb,SFA-15,4474570
Pb_2490,112138,1286245,11.47,13.579,Pb,SFA-15,6528016
Pb_2491,119435,2216473,18.558,23.059,Pb,SFA-15,11512575
Pb_2492,134837,1820388,13.501,17.186,Pb,SFA-15,9888442
Pb_2493,131427,2211246,16.825,21.087,Pb,SFA-15,11897021
Pb_2494,127989,1326209,10.362,12.694,Pb,SFA-15,7453730
Pb_2495,139331,2837595,20.366,25.987,Pb,SFA-15,15253158
Pb_2496,116189,836015,7.195,8.546,Pb,SFA-15,4654485
Pb_2497,144111,1775641,12.321,15.902,Pb,SFA-15,10048060
Pb_2498,132298,1295120,9.789,12.11,Pb,SFA-15,7042890
Pb_2499,133261,1504101,11.287,14.189,Pb,SFA-15,8484363
Pb_2500,112902,1117359,9.897,12.133,Pb,SFA-15,5840447
Pb_2501,140435,2250823,16.028,20.657,Pb,SFA-15,12558846
Pb_2502,146246,2153613,14.726,19.177,Pb,SFA-15,11616894
Pb_2503,137807,1341392,9.734,12.265,Pb,SFA-15,7392131
Pb_2504,127504,1284059,10.071,12.231,Pb,SFA-15,7253135
Pb_2505,138705,2334904,16.834,21.701,Pb,SFA-15,13180005
Pb_2506,111072,628447,5.658,6.576,Pb,SFA-15,3486745
Pb_2507,112528,1849418,16.435,20.738,Pb,SFA-15,10011569
Pb_2508,130546,1375058,10.533,13.269,Pb,SFA-15,7274265
Pb_2509,136719,2184053,15.975,20.356,Pb,SFA-15,11897716
Pb_2510,104405,1160556,11.116,13.148,Pb,SFA-15,5956241
Pb_2511,143258,1671139,11.665,15.033,Pb,SFA-15,9521687
Pb_2512,137498,1670015,12.146,15.266,Pb,SFA-15,9583145
Pb_2513,121073,1182688,9.768,11.719,Pb,SFA-15,6836613
Pb_2514,126786,1606883,12.674,15.35,Pb,SFA-15,9103059
Pb_2515,136339,1941084,14.237,18.068,Pb,SFA-15,10534268
Pb_2516,133100,1348773,10.134,12.673,Pb,SFA-15,8173200
Pb_2517,127369,1123680,8.822,10.783,Pb,SFA-15,6116577
Pb_2518,129098,1490493,11.545,14.275,Pb,SFA-15,8083690
Pb_2519,130478,5988351,45.895,62.39,Pb,SFA-15,30341156
Pb_2520,114012,1349584,11.837,14.773,Pb,SFA-15,6708519
Pb_2521,144626,2159841,14.934,19.387,Pb,SFA-15,12189121
Pb_2522,123364,1152275,9.34,11.35,Pb,SFA-15,6777351
Pb_2523,144500,2876170,19.904,25.951,Pb,SFA-15,15554894
